t,ax,ay,az,gx,gy,gz,gps_x,gps_y,gps_z,baro,mag_x,mag_y,mag_z,lidar,uwb0,uwb1,uwb2,uwb3,flow_x,flow_y,gpsv_x,gpsv_y,gpsv_z,dvl_x,dvl_y,dvl_z,att_w,att_x,att_y,att_z,tp_x,tp_y,tp_z,tv_x,tv_y,tv_z,tq_w,tq_x,tq_y,tq_z
6.21000,-2.04696,3.23003,8.43152,-0.04154,0.12698,0.19038,,,,,,,,,,,,,,,,,,,,,,,,,10.67608,38.54895,25.99110,-8.07367,2.23599,-1.95946,0.14331,-0.10131,0.10240,0.97914
6.21500,-2.01127,3.21049,8.28884,-0.04181,0.13434,0.18797,,,,,,,,,,,,,,,,,,,,,,,,,10.63571,38.56011,25.98129,-8.07601,2.22754,-1.96355,0.14281,-0.10159,0.10238,0.97918
6.22000,-2.04155,3.30596,8.42028,-0.04716,0.12911,0.17992,,,,,,,,,,,,,,,,,,,,,,,,,10.59532,38.57122,25.97147,-8.07834,2.21908,-1.96763,0.14232,-0.10187,0.10235,0.97923
6.22500,-2.09731,3.24166,8.27376,-0.04877,0.12325,0.18736,,,,,,,,,,,,,,,,,,,,,,,,,10.55492,38.58230,25.96162,-8.08066,2.21062,-1.97170,0.14182,-0.10215,0.10233,0.97928
6.23000,-2.08920,3.21579,8.32784,-0.04628,0.12637,0.17728,,,,,-0.21473,-0.29865,-0.97130,,,,,,,,,,,,,,,,,,10.51451,38.59333,25.95175,-8.08297,2.20215,-1.97577,0.14132,-0.10243,0.10230,0.97932
6.23500,-1.96999,3.27471,8.35433,-0.05519,0.12310,0.18211,,,,,,,,,,,,,8.58079,0.24479,,,,,,,,,,,10.47409,38.60432,25.94186,-8.08527,2.19369,-1.97983,0.14083,-0.10271,0.10228,0.97937
6.24000,-2.05934,3.36275,8.43291,-0.04655,0.11998,0.18727,,,,,,,,,,,,,,,,,,,,,,,,,10.43366,38.61527,25.93195,-8.08756,2.18522,-1.98389,0.14033,-0.10299,0.10225,0.97941
6.24500,-1.98864,3.22724,8.31332,-0.04501,0.13467,0.18719,,,,,,,,27.01505,,,,,,,,,,,,,,,,,10.39322,38.62617,25.92202,-8.08985,2.17675,-1.98794,0.13983,-0.10327,0.10222,0.97946
6.25000,-1.90981,3.26791,8.21754,-0.04523,0.12785,0.18637,,,,,,,,,,,,,,,,,,,,,,,,,10.35276,38.63703,25.91207,-8.09212,2.16828,-1.99198,0.13934,-0.10355,0.10220,0.97950
6.25500,-2.04713,3.25765,8.32312,-0.04774,0.12104,0.18177,,,,26.90098,-0.21191,-0.31034,-0.93458,,,,,,,,,,,8.58457,-0.06277,-0.01270,0.14193,-0.10961,0.10027,0.97867,10.31230,38.64785,25.90210,-8.09439,2.15980,-1.99601,0.13884,-0.10382,0.10217,0.97954
6.26000,-2.05567,3.20980,8.37416,-0.04459,0.13106,0.18649,,,,,,,,,,,,,,,,,,,,,,,,,10.27182,38.65863,25.89211,-8.09664,2.15132,-2.00004,0.13834,-0.10410,0.10214,0.97959
6.26500,-2.02710,3.22926,8.36626,-0.04175,0.12473,0.18649,,,,,,,,,,,,,,,,,,,,,,,,,10.23133,38.66937,25.88210,-8.09889,2.14284,-2.00406,0.13785,-0.10438,0.10211,0.97963
6.27000,-2.02495,3.32070,8.24588,-0.05422,0.12631,0.18361,,,,,,,,,,,,,8.44571,0.11644,,,,,,,,,,,10.19083,38.68006,25.87207,-8.10113,2.13436,-2.00808,0.13735,-0.10465,0.10208,0.97967
6.27500,-2.05184,3.21044,8.20376,-0.04548,0.12317,0.18274,,,,,,,,,,,,,,,,,,,,,,,,,10.15032,38.69071,25.86202,-8.10336,2.12588,-2.01208,0.13685,-0.10493,0.10206,0.97972
6.28000,-2.10322,3.20731,8.35637,-0.04624,0.12113,0.18087,,,,,-0.19269,-0.26333,-0.92579,,,,,,,,,,,,,,,,,,10.10980,38.70132,25.85195,-8.10559,2.11739,-2.01608,0.13636,-0.10520,0.10203,0.97976
6.28500,-2.09161,3.22524,8.30517,-0.04929,0.12083,0.17982,,,,,,,,26.86625,,,,,,,,,,,,,,,,,10.06926,38.71188,25.84186,-8.10780,2.10890,-2.02008,0.13586,-0.10548,0.10200,0.97980
6.29000,-2.08597,3.15615,8.34084,-0.04426,0.12110,0.18844,,,,,,,,,,,,,,,,,,,,,,,,,10.02872,38.72241,25.83175,-8.11000,2.10041,-2.02406,0.13536,-0.10575,0.10197,0.97984
6.29500,-2.13644,3.23705,8.42461,-0.05072,0.11851,0.18645,,,,,,,,,,,,,,,,,,,,,,,,,9.98816,38.73289,25.82162,-8.11220,2.09192,-2.02804,0.13487,-0.10603,0.10194,0.97989
6.30000,-2.07104,3.25319,8.34053,-0.05295,0.11832,0.18307,,,,,,,,,,,,,,,,,,,,,,,,,9.94760,38.74333,25.81147,-8.11438,2.08342,-2.03202,0.13437,-0.10630,0.10191,0.97993
6.30500,-2.10786,3.23504,8.35063,-0.04457,0.11954,0.17732,,,,25.87386,-0.16843,-0.28710,-0.98008,,116.96563,102.71943,46.21351,61.76114,8.69841,0.07682,,,,8.66687,-0.02762,0.03880,0.13738,-0.12149,0.09494,0.97844,9.90702,38.75372,25.80130,-8.11656,2.07492,-2.03598,0.13387,-0.10657,0.10188,0.97997
6.31000,-2.00249,3.28370,8.28872,-0.04786,0.11913,0.18391,,,,,,,,,,,,,,,,,,,,,,,,,9.86643,38.76408,25.79111,-8.11873,2.06642,-2.03994,0.13338,-0.10685,0.10185,0.98001
6.31500,-2.07418,3.30204,8.29406,-0.04971,0.11418,0.18927,,,,,,,,,,,,,,,,,,,,,,,,,9.82583,38.77439,25.78090,-8.12089,2.05792,-2.04389,0.13288,-0.10712,0.10182,0.98005
6.32000,-2.15116,3.15717,8.25449,-0.04042,0.12447,0.18766,,,,,,,,,,,,,,,,,,,,,,,,,9.78522,38.78465,25.77067,-8.12304,2.04941,-2.04784,0.13238,-0.10739,0.10179,0.98009
6.32500,-2.16349,3.29903,8.26775,-0.05092,0.11439,0.18177,,,,,,,,26.78655,,,,,,,,,,,,,,,,,9.74460,38.79488,25.76042,-8.12518,2.04090,-2.05178,0.13189,-0.10766,0.10175,0.98013
6.33000,-2.04317,3.28055,8.33106,-0.04187,0.12252,0.18080,,,,,-0.16105,-0.26814,-0.89823,,,,,,,,,,,,,,,,,,9.70397,38.80506,25.75015,-8.12731,2.03239,-2.05571,0.13139,-0.10793,0.10172,0.98017
6.33500,-2.04346,3.36662,8.36843,-0.05191,0.12773,0.19101,,,,,,,,,,,,,8.60691,-0.12873,,,,,,,,,,,9.66333,38.81520,25.73986,-8.12944,2.02388,-2.05963,0.13089,-0.10820,0.10169,0.98021
6.34000,-2.24229,3.30266,8.44147,-0.04643,0.11325,0.18368,,,,,,,,,,,,,,,,,,,,,,,,,9.62267,38.82530,25.72956,-8.13155,2.01537,-2.06355,0.13039,-0.10847,0.10166,0.98025
6.34500,-2.03441,3.33428,8.23828,-0.04553,0.12211,0.18526,,,,,,,,,,,,,,,,,,,,,,,,,9.58201,38.83536,25.71923,-8.13366,2.00685,-2.06746,0.12990,-0.10874,0.10162,0.98029
6.35000,-2.19719,3.32130,8.38446,-0.04846,0.11624,0.18405,,,,,,,,,,,,,,,,,,,,,,,,,9.54134,38.84537,25.70888,-8.13576,1.99833,-2.07136,0.12940,-0.10901,0.10159,0.98033
6.35500,-2.07862,3.24688,8.40922,-0.04876,0.12692,0.18202,,,,25.97915,-0.16046,-0.28858,-0.93531,,,,,,,,,,,8.63893,0.06288,-0.14217,0.13558,-0.10831,0.10176,0.97956,9.50065,38.85534,25.69851,-8.13784,1.98981,-2.07526,0.12890,-0.10928,0.10156,0.98037
6.36000,-2.21134,3.13857,8.30358,-0.05788,0.11620,0.17968,,,,,,,,,,,,,,,,,,,,,,,,,9.45996,38.86527,25.68813,-8.13992,1.98129,-2.07915,0.12840,-0.10955,0.10152,0.98041
6.36500,-2.19617,3.32753,8.29243,-0.04532,0.11862,0.18287,,,,,,,,26.95520,,,,,,,,,,,,,,,,,9.41926,38.87515,25.67772,-8.14199,1.97276,-2.08303,0.12791,-0.10981,0.10149,0.98045
6.37000,-2.10983,3.30428,8.33056,-0.04393,0.11859,0.18513,,,,,,,,,,,,,8.66848,0.23150,,,,,,,,,,,9.37854,38.88500,25.66730,-8.14405,1.96424,-2.08690,0.12741,-0.11008,0.10145,0.98049
6.37500,-2.16948,3.24075,8.37429,-0.04961,0.11443,0.18619,,,,,,,,,,,,,,,,,,,,,,,,,9.33781,38.89480,25.65685,-8.14611,1.95571,-2.09077,0.12691,-0.11035,0.10142,0.98053
6.38000,-2.25670,3.24583,8.40702,-0.04237,0.11985,0.18126,,,,,-0.19543,-0.30160,-0.97447,,,,,,,,,,,,,,,,,,9.29708,38.90455,25.64639,-8.14815,1.94718,-2.09463,0.12641,-0.11061,0.10139,0.98056
6.38500,-2.26314,3.22037,8.35510,-0.05261,0.12244,0.18847,,,,,,,,,,,,,,,,,,,,,,,,,9.25633,38.91427,25.63591,-8.15019,1.93864,-2.09848,0.12592,-0.11088,0.10135,0.98060
6.39000,-2.26961,3.26650,8.31854,-0.04816,0.12223,0.18555,,,,,,,,,,,,,,,,,,,,,,,,,9.21558,38.92394,25.62541,-8.15221,1.93011,-2.10233,0.12542,-0.11115,0.10131,0.98064
6.39500,-2.09319,3.27724,8.24200,-0.04939,0.12155,0.18429,,,,,,,,,,,,,,,,,,,,,,,,,9.17481,38.93357,25.61488,-8.15423,1.92157,-2.10617,0.12492,-0.11141,0.10128,0.98068
6.40000,-2.15326,3.18796,8.23134,-0.05109,0.11924,0.18007,,,,,,,,,,,,,,,,,,,,,,,,,9.13403,38.94316,25.60434,-8.15624,1.91303,-2.11000,0.12442,-0.11167,0.10124,0.98071
6.40500,-2.14595,3.13817,8.37931,-0.05230,0.12702,0.19069,8.98694,38.37637,25.01709,25.91877,-0.21300,-0.23784,-0.92284,26.71870,116.15023,103.04052,47.01169,61.44427,8.52860,-0.10882,-8.21651,1.97679,-2.15644,8.61356,0.00072,0.02804,0.13820,-0.11425,0.10186,0.97851,9.09325,38.95270,25.59378,-8.15823,1.90449,-2.11382,0.12393,-0.11194,0.10121,0.98075
6.41000,-2.14968,3.16382,8.29085,-0.04925,0.11783,0.18896,,,,,,,,,,,,,,,,,,,,,,,,,9.05245,38.96220,25.58321,-8.16022,1.89594,-2.11764,0.12343,-0.11220,0.10117,0.98079
6.41500,-2.19679,3.35067,8.26968,-0.05514,0.11668,0.18102,,,,,,,,,,,,,,,,,,,,,,,,,9.01165,38.97166,25.57261,-8.16221,1.88739,-2.12145,0.12293,-0.11247,0.10113,0.98082
6.42000,-2.07721,3.28682,8.33307,-0.05424,0.12444,0.19290,,,,,,,,,,,,,,,,,,,,,,,,,8.97083,38.98107,25.56199,-8.16418,1.87885,-2.12525,0.12243,-0.11273,0.10109,0.98086
6.42500,-2.17152,3.24543,8.37215,-0.04686,0.12572,0.18327,,,,,,,,,,,,,,,,,,,,,,,,,8.93000,38.99045,25.55136,-8.16614,1.87030,-2.12905,0.12193,-0.11299,0.10106,0.98089
6.43000,-2.21808,3.17887,8.26979,-0.05288,0.12086,0.18004,,,,,-0.18534,-0.27378,-0.97557,,,,,,,,,,,,,,,,,,8.88917,38.99978,25.54070,-8.16809,1.86174,-2.13283,0.12144,-0.11325,0.10102,0.98093
6.43500,-2.23070,3.26077,8.34193,-0.04928,0.11057,0.18927,,,,,,,,,,,,,8.51433,-0.05756,,,,,,,,,,,8.84832,39.00907,25.53003,-8.17004,1.85319,-2.13662,0.12094,-0.11351,0.10098,0.98096
6.44000,-2.13026,3.21359,8.37750,-0.05147,0.12089,0.18723,,,,,,,,,,,,,,,,,,,,,,,,,8.80747,39.01831,25.51934,-8.17198,1.84463,-2.14039,0.12044,-0.11377,0.10094,0.98100
6.44500,-2.23145,3.18148,8.42908,-0.05522,0.11558,0.18035,,,,,,,,26.61372,,,,,,,,,,,,,,,,,8.76660,39.02751,25.50862,-8.17390,1.83607,-2.14415,0.11994,-0.11403,0.10090,0.98103
6.45000,-2.16883,3.23478,8.35680,-0.05124,0.11908,0.18669,,,,,,,,,,,,,,,,,,,,,,,,,8.72573,39.03667,25.49789,-8.17582,1.82751,-2.14791,0.11944,-0.11429,0.10086,0.98107
6.45500,-2.18811,3.30821,8.30430,-0.04828,0.12160,0.18829,,,,25.47733,-0.13778,-0.23537,-0.96102,,,,,,,,,,,8.75267,0.01480,0.08765,0.12048,-0.10966,0.09961,0.98160,8.68485,39.04579,25.48714,-8.17773,1.81895,-2.15167,0.11895,-0.11455,0.10082,0.98110
6.46000,-2.21192,3.12652,8.35709,-0.05639,0.11506,0.18359,,,,,,,,,,,,,,,,,,,,,,,,,8.64395,39.05486,25.47638,-8.17963,1.81039,-2.15541,0.11845,-0.11481,0.10078,0.98114
6.46500,-2.28456,3.30775,8.38126,-0.05477,0.12396,0.18220,,,,,,,,,,,,,,,,,,,,,,,,,8.60305,39.06389,25.46559,-8.18152,1.80182,-2.15915,0.11795,-0.11507,0.10074,0.98117
6.47000,-2.32061,3.16664,8.19867,-0.05614,0.11177,0.18304,,,,,,,,,,,,,8.70814,-0.23795,,,,,,,,,,,8.56214,39.07288,25.45479,-8.18340,1.79325,-2.16288,0.11745,-0.11533,0.10070,0.98121
6.47500,-2.25299,3.22422,8.39149,-0.04877,0.11637,0.18200,,,,,,,,,,,,,,,,,,,,,,,,,8.52122,39.08182,25.44396,-8.18528,1.78468,-2.16660,0.11695,-0.11559,0.10066,0.98124
6.48000,-2.19440,3.22341,8.29604,-0.05133,0.11082,0.18329,,,,,-0.17149,-0.27512,-0.97298,,,,,,,,,,,,,,,,,,8.48028,39.09072,25.43312,-8.18714,1.77611,-2.17031,0.11645,-0.11584,0.10062,0.98127
6.48500,-2.36693,3.24415,8.36431,-0.05172,0.11953,0.18597,,,,,,,,26.75440,,,,,,,,,,,,,,,,,8.43934,39.09958,25.42226,-8.18900,1.76753,-2.17402,0.11595,-0.11610,0.10058,0.98130
6.49000,-2.25667,3.18911,8.24758,-0.04349,0.11429,0.18179,,,,,,,,,,,,,,,,,,,,,,,,,8.39839,39.10840,25.41138,-8.19084,1.75896,-2.17772,0.11546,-0.11636,0.10054,0.98134
6.49500,-2.25441,3.20265,8.26007,-0.05566,0.11653,0.18619,,,,,,,,,,,,,,,,,,,,,,,,,8.35744,39.11717,25.40048,-8.19268,1.75038,-2.18141,0.11496,-0.11661,0.10050,0.98137
6.50000,-2.28280,3.24954,8.33306,-0.05445,0.11325,0.18944,,,,,,,,,,,,,,,,,,,,,,,,,8.31647,39.12590,25.38957,-8.19451,1.74180,-2.18510,0.11446,-0.11687,0.10046,0.98140
6.50500,-2.27714,3.29845,8.30313,-0.05027,0.11408,0.18301,,,,24.62434,-0.14811,-0.26356,-0.95265,,116.11534,103.84336,47.49057,61.23186,9.05820,-0.01040,,,,8.60320,0.01911,0.04005,0.11565,-0.12080,0.09600,0.98123,8.27549,39.13459,25.37863,-8.19633,1.73321,-2.18877,0.11396,-0.11712,0.10041,0.98143
6.51000,-2.15116,3.30079,8.33908,-0.05398,0.11465,0.18247,,,,,,,,,,,,,,,,,,,,,,,,,8.23450,39.14324,25.36768,-8.19814,1.72463,-2.19244,0.11346,-0.11738,0.10037,0.98147
6.51500,-2.20548,3.34007,8.29333,-0.04869,0.10793,0.18285,,,,,,,,,,,,,,,,,,,,,,,,,8.19351,39.15184,25.35671,-8.19994,1.71604,-2.19611,0.11296,-0.11763,0.10033,0.98150
6.52000,-2.22021,3.20276,8.38514,-0.05285,0.11720,0.19230,,,,,,,,,,,,,,,,,,,,,,,,,8.15250,39.16040,25.34572,-8.20173,1.70746,-2.19976,0.11246,-0.11788,0.10028,0.98153
6.52500,-2.27197,3.22493,8.27878,-0.05277,0.11966,0.19043,,,,,,,,27.00091,,,,,,,,,,,,,,,,,8.11149,39.16891,25.33471,-8.20352,1.69887,-2.20341,0.11197,-0.11814,0.10024,0.98156
6.53000,-2.33213,3.20900,8.34526,-0.05307,0.11561,0.18979,,,,,-0.14855,-0.25409,-0.97329,,,,,,,,,,,,,,,,,,8.07047,39.17739,25.32368,-8.20529,1.69028,-2.20705,0.11147,-0.11839,0.10020,0.98159
6.53500,-2.22295,3.34779,8.45608,-0.04788,0.11693,0.18036,,,,,,,,,,,,,8.66006,0.00157,,,,,,,,,,,8.02944,39.18582,25.31264,-8.20706,1.68168,-2.21068,0.11097,-0.11864,0.10015,0.98162
6.54000,-2.23344,3.12514,8.30290,-0.04933,0.11201,0.19106,,,,,,,,,,,,,,,,,,,,,,,,,7.98840,39.19420,25.30158,-8.20881,1.67309,-2.21431,0.11047,-0.11889,0.10011,0.98165
6.54500,-2.33243,3.11190,8.38855,-0.05412,0.11783,0.18527,,,,,,,,,,,,,,,,,,,,,,,,,7.94735,39.20255,25.29049,-8.21056,1.66449,-2.21792,0.10997,-0.11914,0.10006,0.98168
6.55000,-2.29699,3.20313,8.34774,-0.05183,0.10863,0.19334,,,,,,,,,,,,,,,,,,,,,,,,,7.90629,39.21085,25.27940,-8.21230,1.65589,-2.22153,0.10947,-0.11939,0.10002,0.98171
6.55500,-2.34397,3.23881,8.29528,-0.05392,0.11891,0.18324,,,,24.21918,-0.16459,-0.24618,-0.97542,,,,,,,,,,,8.68830,-0.00019,0.01081,0.10180,-0.12347,0.10043,0.98199,7.86523,39.21910,25.26828,-8.21403,1.64729,-2.22514,0.10897,-0.11964,0.09997,0.98174
6.56000,-2.24120,3.18406,8.29475,-0.05574,0.11026,0.17959,,,,,,,,,,,,,,,,,,,,,,,,,7.82415,39.22732,25.25714,-8.21575,1.63869,-2.22873,0.10847,-0.11989,0.09993,0.98177
6.56500,-2.20660,3.16950,8.37634,-0.05601,0.11029,0.18946,,,,,,,,26.47240,,,,,,,,,,,,,,,,,7.78307,39.23549,25.24599,-8.21746,1.63008,-2.23232,0.10797,-0.12014,0.09988,0.98180
6.57000,-2.35665,3.12687,8.32439,-0.06136,0.11460,0.18159,,,,,,,,,,,,,8.78919,-0.02897,,,,,,,,,,,7.74198,39.24362,25.23482,-8.21916,1.62148,-2.23590,0.10747,-0.12039,0.09984,0.98183
6.57500,-2.37279,3.19347,8.36845,-0.05858,0.10929,0.18961,,,,,,,,,,,,,,,,,,,,,,,,,7.70088,39.25171,25.22363,-8.22086,1.61287,-2.23947,0.10697,-0.12064,0.09979,0.98186
6.58000,-2.27115,3.24902,8.35928,-0.05160,0.10957,0.19554,,,,,-0.14869,-0.24625,-0.96508,,,,,,,,,,,,,,,,,,7.65977,39.25975,25.21243,-8.22254,1.60426,-2.24303,0.10648,-0.12089,0.09974,0.98189
6.58500,-2.28222,3.31014,8.37792,-0.05877,0.11738,0.17842,,,,,,,,,,,,,,,,,,,,,,,,,7.61865,39.26775,25.20120,-8.22422,1.59565,-2.24659,0.10598,-0.12113,0.09970,0.98191
6.59000,-2.35429,3.26426,8.33003,-0.04898,0.10513,0.18911,,,,,,,,,,,,,,,,,,,,,,,,,7.57753,39.27571,25.18996,-8.22588,1.58703,-2.25014,0.10548,-0.12138,0.09965,0.98194
6.59500,-2.28371,3.22991,8.34899,-0.05442,0.12197,0.19067,,,,,,,,,,,,,,,,,,,,,,,,,7.53639,39.28362,25.17870,-8.22754,1.57842,-2.25368,0.10498,-0.12163,0.09960,0.98197
6.60000,-2.39951,3.22552,8.25470,-0.05794,0.11160,0.18725,,,,,,,,,,,,,,,,,,,,,,,,,7.49525,39.29149,25.16742,-8.22919,1.56980,-2.25721,0.10448,-0.12187,0.09955,0.98200
6.60500,-2.21589,3.20234,8.43006,-0.04638,0.10145,0.17787,7.48448,38.83296,24.12172,24.28598,-0.14487,-0.26684,-0.97141,26.41245,116.25342,104.24989,48.27500,59.45236,8.72661,0.01133,-8.17408,1.55223,-2.31231,8.67823,-0.02881,-0.00769,0.09807,-0.12548,0.10042,0.98212,7.45410,39.29932,25.15613,-8.23083,1.56118,-2.26074,0.10398,-0.12212,0.09951,0.98203
6.61000,-2.51612,3.27594,8.41306,-0.04366,0.11371,0.18465,,,,,,,,,,,,,,,,,,,,,,,,,7.41294,39.30710,25.14482,-8.23246,1.55256,-2.26425,0.10348,-0.12236,0.09946,0.98205
6.61500,-2.39158,3.12070,8.34675,-0.05063,0.10919,0.18436,,,,,,,,,,,,,,,,,,,,,,,,,7.37178,39.31484,25.13349,-8.23408,1.54394,-2.26776,0.10298,-0.12261,0.09941,0.98208
6.62000,-2.41950,3.27817,8.35429,-0.05901,0.10753,0.19242,,,,,,,,,,,,,,,,,,,,,,,,,7.33060,39.32254,25.12214,-8.23569,1.53532,-2.27127,0.10248,-0.12285,0.09936,0.98211
6.62500,-2.35414,3.26957,8.35521,-0.05779,0.11349,0.18449,,,,,,,,,,,,,,,,,,,,,,,,,7.28942,39.33020,25.11077,-8.23730,1.52669,-2.27476,0.10198,-0.12309,0.09931,0.98213
6.63000,-2.33643,3.20014,8.25076,-0.05219,0.11228,0.18024,,,,,-0.15406,-0.22552,-0.96642,,,,,,,,,,,,,,,,,,7.24823,39.33781,25.09939,-8.23889,1.51807,-2.27825,0.10148,-0.12333,0.09926,0.98216
6.63500,-2.41127,3.27775,8.45234,-0.05611,0.10644,0.18585,,,,,,,,,,,,,8.43441,0.13567,,,,,,,,,,,7.20703,39.34538,25.08799,-8.24048,1.50944,-2.28173,0.10098,-0.12358,0.09921,0.98219
6.64000,-2.45056,3.24852,8.44503,-0.05823,0.11022,0.18189,,,,,,,,,,,,,,,,,,,,,,,,,7.16583,39.35290,25.07657,-8.24205,1.50081,-2.28520,0.10048,-0.12382,0.09916,0.98221
6.64500,-2.39209,3.20646,8.33812,-0.04990,0.11180,0.18867,,,,,,,,26.46182,,,,,,,,,,,,,,,,,7.12461,39.36039,25.06514,-8.24362,1.49218,-2.28866,0.09998,-0.12406,0.09911,0.98224
6.65000,-2.44137,3.18453,8.41351,-0.05788,0.11048,0.18619,,,,,,,,,,,,,,,,,,,,,,,,,7.08339,39.36782,25.05369,-8.24518,1.48354,-2.29212,0.09948,-0.12430,0.09906,0.98226
6.65500,-2.27571,3.27450,8.33278,-0.05913,0.11287,0.19128,,,,24.94750,-0.20347,-0.25150,-0.92860,,,,,,,,,,,8.66026,0.09625,0.01895,0.09530,-0.12615,0.08881,0.98342,7.04216,39.37522,25.04222,-8.24673,1.47491,-2.29557,0.09898,-0.12454,0.09901,0.98229
6.66000,-2.27192,3.26876,8.44582,-0.04794,0.10599,0.18465,,,,,,,,,,,,,,,,,,,,,,,,,7.00092,39.38257,25.03073,-8.24827,1.46627,-2.29901,0.09848,-0.12478,0.09896,0.98231
6.66500,-2.45077,3.36534,8.35132,-0.05478,0.11677,0.18630,,,,,,,,,,,,,,,,,,,,,,,,,6.95968,39.38988,25.01923,-8.24980,1.45763,-2.30244,0.09798,-0.12502,0.09891,0.98234
6.67000,-2.36382,3.34843,8.30592,-0.05388,0.10753,0.18494,,,,,,,,,,,,,8.62588,0.04664,,,,,,,,,,,6.91842,39.39715,25.00771,-8.25132,1.44899,-2.30586,0.09748,-0.12526,0.09886,0.98236
6.67500,-2.30186,3.19064,8.44675,-0.05274,0.11113,0.18276,,,,,,,,,,,,,,,,,,,,,,,,,6.87716,39.40437,24.99617,-8.25283,1.44035,-2.30928,0.09698,-0.12550,0.09881,0.98239
6.68000,-2.38123,3.22096,8.50946,-0.05424,0.10163,0.19109,,,,,-0.14721,-0.24503,-0.95493,,,,,,,,,,,,,,,,,,6.83590,39.41155,24.98462,-8.25434,1.43171,-2.31269,0.09648,-0.12574,0.09875,0.98241
6.68500,-2.41684,3.24488,8.40190,-0.06017,0.10821,0.18620,,,,,,,,26.17449,,,,,,,,,,,,,,,,,6.79462,39.41869,24.97304,-8.25583,1.42306,-2.31609,0.09598,-0.12597,0.09870,0.98243
6.69000,-2.32562,3.31332,8.34882,-0.04428,0.11421,0.18735,,,,,,,,,,,,,,,,,,,,,,,,,6.75334,39.42578,24.96145,-8.25732,1.41442,-2.31948,0.09548,-0.12621,0.09865,0.98246
6.69500,-2.43683,3.27825,8.38995,-0.05279,0.11018,0.19766,,,,,,,,,,,,,,,,,,,,,,,,,6.71205,39.43283,24.94985,-8.25879,1.40577,-2.32287,0.09498,-0.12645,0.09860,0.98248
6.70000,-2.43294,3.23039,8.32827,-0.05580,0.10515,0.18016,,,,,,,,,,,,,,,,,,,,,,,,,6.67075,39.43984,24.93823,-8.26026,1.39712,-2.32624,0.09448,-0.12668,0.09854,0.98250
6.70500,-2.38388,3.20621,8.39226,-0.05891,0.10794,0.18177,,,,25.77293,-0.14017,-0.20438,-0.94574,,115.71177,104.76073,48.91104,59.11894,8.66747,0.11516,,,,8.64311,0.03692,0.12150,0.08831,-0.13521,0.09586,0.98221,6.62944,39.44681,24.92659,-8.26172,1.38847,-2.32961,0.09398,-0.12692,0.09849,0.98253
6.71000,-2.44947,3.19303,8.24542,-0.05811,0.10713,0.18817,,,,,,,,,,,,,,,,,,,,,,,,,6.58813,39.45373,24.91493,-8.26317,1.37982,-2.33297,0.09348,-0.12715,0.09844,0.98255
6.71500,-2.39731,3.22722,8.41953,-0.05187,0.10510,0.18946,,,,,,,,,,,,,,,,,,,,,,,,,6.54681,39.46060,24.90326,-8.26461,1.37116,-2.33632,0.09298,-0.12739,0.09838,0.98257
6.72000,-2.43236,3.23848,8.50680,-0.05840,0.11312,0.18360,,,,,,,,,,,,,,,,,,,,,,,,,6.50549,39.46744,24.89157,-8.26604,1.36251,-2.33967,0.09248,-0.12762,0.09833,0.98259
6.72500,-2.35066,3.19465,8.34665,-0.06072,0.11022,0.18798,,,,,,,,26.52263,,,,,,,,,,,,,,,,,6.46415,39.47423,24.87986,-8.26746,1.35385,-2.34301,0.09198,-0.12785,0.09828,0.98262
6.73000,-2.30568,3.31019,8.34365,-0.05610,0.10760,0.18675,,,,,-0.15965,-0.22269,-0.95974,,,,,,,,,,,,,,,,,,6.42281,39.48098,24.86814,-8.26888,1.34519,-2.34634,0.09148,-0.12809,0.09822,0.98264
6.73500,-2.40476,3.28204,8.33531,-0.06035,0.11178,0.18249,,,,,,,,,,,,,8.62929,0.09806,,,,,,,,,,,6.38146,39.48768,24.85640,-8.27028,1.33653,-2.34966,0.09098,-0.12832,0.09817,0.98266
6.74000,-2.44878,3.24153,8.39455,-0.06089,0.10526,0.19121,,,,,,,,,,,,,,,,,,,,,,,,,6.34011,39.49434,24.84464,-8.27168,1.32787,-2.35297,0.09048,-0.12855,0.09811,0.98268
6.74500,-2.34072,3.16122,8.48641,-0.05422,0.09975,0.18489,,,,,,,,,,,,,,,,,,,,,,,,,6.29875,39.50096,24.83287,-8.27306,1.31921,-2.35627,0.08998,-0.12878,0.09806,0.98270
6.75000,-2.44548,3.27093,8.40428,-0.05487,0.10878,0.18974,,,,,,,,,,,,,,,,,,,,,,,,,6.25738,39.50753,24.82108,-8.27444,1.31054,-2.35957,0.08948,-0.12901,0.09800,0.98272
6.75500,-2.47529,3.19679,8.15754,-0.06260,0.09796,0.18585,,,,26.47158,-0.12327,-0.26569,-0.96171,,,,,,,,,,,8.65439,-0.01894,0.02693,0.08522,-0.13420,0.09972,0.98223,6.21600,39.51406,24.80927,-8.27581,1.30188,-2.36286,0.08898,-0.12924,0.09794,0.98274
6.76000,-2.42625,3.22850,8.43233,-0.06118,0.10748,0.18474,,,,,,,,,,,,,,,,,,,,,,,,,6.17462,39.52055,24.79745,-8.27717,1.29321,-2.36614,0.08848,-0.12947,0.09789,0.98276
6.76500,-2.51332,3.25161,8.30696,-0.05499,0.10622,0.18376,,,,,,,,26.19901,,,,,,,,,,,,,,,,,6.13323,39.52700,24.78561,-8.27851,1.28454,-2.36941,0.08798,-0.12970,0.09783,0.98279
