t,ax,ay,az,gx,gy,gz,gps_x,gps_y,gps_z,baro,mag_x,mag_y,mag_z,lidar,uwb0,uwb1,uwb2,uwb3,flow_x,flow_y,gpsv_x,gpsv_y,gpsv_z,dvl_x,dvl_y,dvl_z,att_w,att_x,att_y,att_z,tp_x,tp_y,tp_z,tv_x,tv_y,tv_z,tq_w,tq_x,tq_y,tq_z
4.20500,-0.00006,3.15616,8.22796,0.00655,0.16725,0.18658,25.75254,31.23761,26.92537,28.27416,-0.34009,-0.41858,-0.84485,28.43927,121.22687,89.55066,36.82625,79.87268,8.34466,-0.14836,-6.33627,5.21614,0.11748,8.39659,0.05904,0.04362,0.33220,0.03301,0.08491,0.93880,25.46467,30.84721,27.99889,-6.46063,5.33331,0.04918,0.33668,0.03265,0.08221,0.93746
4.21000,0.06041,3.25114,8.33163,0.00024,0.15966,0.17738,,,,,,,,,,,,,,,,,,,,,,,,,25.43235,30.87386,27.99913,-6.46621,5.32654,0.04371,0.33621,0.03231,0.08233,0.93762
4.21500,0.02110,3.17817,8.29711,0.00446,0.16594,0.18804,,,,,,,,,,,,,,,,,,,,,,,,,25.40001,30.90048,27.99933,-6.47178,5.31977,0.03825,0.33575,0.03196,0.08246,0.93779
4.22000,0.12475,3.35213,8.38197,0.00750,0.16543,0.18245,,,,,,,,,,,,,,,,,,,,,,,,,25.36764,30.92706,27.99951,-6.47735,5.31299,0.03278,0.33528,0.03161,0.08259,0.93796
4.22500,0.11156,3.22633,8.29755,0.00436,0.16783,0.18495,,,,,,,,,,,,,,,,,,,,,,,,,25.33523,30.95361,27.99966,-6.48291,5.30620,0.02732,0.33482,0.03126,0.08271,0.93812
4.23000,0.14244,3.27630,8.26556,-0.00455,0.16027,0.18276,,,,,-0.34440,-0.43054,-0.83279,,,,,,,,,,,,,,,,,,25.30281,30.98012,27.99978,-6.48846,5.29941,0.02186,0.33436,0.03091,0.08284,0.93829
4.23500,0.12623,3.29800,8.26303,0.00085,0.16522,0.18571,,,,,,,,,,,,,8.19450,-0.11115,,,,,,,,,,,25.27035,31.00660,27.99988,-6.49401,5.29261,0.01639,0.33389,0.03056,0.08296,0.93846
4.24000,0.00094,3.25453,8.22091,0.00851,0.16682,0.18433,,,,,,,,,,,,,,,,,,,,,,,,,25.23787,31.03305,27.99995,-6.49955,5.28581,0.01093,0.33343,0.03021,0.08309,0.93862
4.24500,0.04380,3.36555,8.24165,-0.00611,0.16216,0.18762,,,,,,,,28.21261,,,,,,,,,,,,,,,,,25.20535,31.05946,27.99999,-6.50508,5.27900,0.00546,0.33296,0.02986,0.08321,0.93879
4.25000,0.06498,3.33980,8.25071,0.00630,0.15870,0.18270,,,,,,,,,,,,,,,,,,,,,,,,,25.17282,31.08584,28.00000,-6.51060,5.27218,0.00000,0.33250,0.02951,0.08334,0.93895
4.25500,-0.02979,3.26122,8.18807,0.00507,0.15870,0.17700,,,,27.48256,-0.34795,-0.43339,-0.81690,,,,,,,,,,,8.46117,0.03291,0.07719,0.34054,0.02926,0.07213,0.93700,25.14025,31.11218,27.99999,-6.51612,5.26536,-0.00546,0.33204,0.02916,0.08346,0.93911
4.26000,-0.03473,3.10326,8.20223,0.00036,0.16746,0.17755,,,,,,,,,,,,,,,,,,,,,,,,,25.10765,31.13849,27.99995,-6.52163,5.25853,-0.01093,0.33157,0.02881,0.08358,0.93928
4.26500,0.02829,3.26155,8.20374,-0.00112,0.16559,0.18333,,,,,,,,,,,,,,,,,,,,,,,,,25.07503,31.16477,27.99988,-6.52713,5.25170,-0.01639,0.33111,0.02846,0.08371,0.93944
4.27000,-0.00597,3.28363,8.15388,-0.00057,0.16509,0.18359,,,,,,,,,,,,,8.71220,-0.11066,,,,,,,,,,,25.04238,31.19101,27.99978,-6.53263,5.24486,-0.02186,0.33064,0.02811,0.08383,0.93961
4.27500,0.02296,3.24233,8.38597,0.00424,0.16240,0.17822,,,,,,,,,,,,,,,,,,,,,,,,,25.00971,31.21722,27.99966,-6.53812,5.23802,-0.02732,0.33018,0.02776,0.08395,0.93977
4.28000,-0.01038,3.13916,8.34175,-0.00100,0.16858,0.18094,,,,,-0.35856,-0.42106,-0.82957,,,,,,,,,,,,,,,,,,24.97700,31.24339,27.99951,-6.54360,5.23117,-0.03278,0.32971,0.02741,0.08407,0.93993
4.28500,0.06574,3.20844,8.18954,-0.00214,0.16736,0.18602,,,,,,,,28.38525,,,,,,,,,,,,,,,,,24.94427,31.26953,27.99933,-6.54907,5.22432,-0.03825,0.32925,0.02706,0.08419,0.94009
4.29000,-0.04399,3.26455,8.28736,0.00899,0.16222,0.18246,,,,,,,,,,,,,,,,,,,,,,,,,24.91151,31.29563,27.99913,-6.55454,5.21745,-0.04371,0.32878,0.02671,0.08432,0.94026
4.29500,-0.04398,3.16698,8.21246,0.00419,0.16190,0.18002,,,,,,,,,,,,,,,,,,,,,,,,,24.87872,31.32170,27.99889,-6.56000,5.21059,-0.04918,0.32832,0.02636,0.08444,0.94042
4.30000,-0.01924,3.22242,8.33729,0.00459,0.15890,0.18360,,,,,,,,,,,,,,,,,,,,,,,,,24.84591,31.34774,27.99863,-6.56545,5.20372,-0.05464,0.32785,0.02601,0.08456,0.94058
4.30500,0.12420,3.31678,8.26341,-0.00493,0.15964,0.18111,,,,28.15260,-0.34341,-0.45075,-0.83840,,120.54543,90.61428,37.00861,78.68534,8.43491,-0.18437,,,,8.31766,0.00342,-0.04247,0.32713,0.02425,0.08241,0.94107,24.81307,31.37374,27.99835,-6.57090,5.19684,-0.06010,0.32738,0.02566,0.08468,0.94074
4.31000,-0.02843,3.20078,8.26889,-0.00083,0.16100,0.17838,,,,,,,,,,,,,,,,,,,,,,,,,24.78020,31.39971,27.99803,-6.57634,5.18995,-0.06556,0.32692,0.02530,0.08480,0.94090
4.31500,-0.01329,3.24240,8.21284,-0.00446,0.16495,0.18602,,,,,,,,,,,,,,,,,,,,,,,,,24.74731,31.42564,27.99769,-6.58177,5.18306,-0.07103,0.32645,0.02495,0.08492,0.94106
4.32000,-0.09583,3.23677,8.26944,-0.00515,0.16834,0.17955,,,,,,,,,,,,,,,,,,,,,,,,,24.71438,31.45154,27.99732,-6.58719,5.17617,-0.07649,0.32599,0.02460,0.08504,0.94122
4.32500,-0.09152,3.08588,8.26957,-0.00437,0.16710,0.18213,,,,,,,,28.27430,,,,,,,,,,,,,,,,,24.68144,31.47740,27.99693,-6.59261,5.16927,-0.08195,0.32552,0.02425,0.08515,0.94138
4.33000,-0.00436,3.34325,8.25461,0.00188,0.15524,0.17987,,,,,-0.34185,-0.42078,-0.84662,,,,,,,,,,,,,,,,,,24.64846,31.50323,27.99650,-6.59802,5.16236,-0.08741,0.32505,0.02390,0.08527,0.94154
4.33500,-0.09636,3.26211,8.35756,-0.00262,0.16608,0.18757,,,,,,,,,,,,,8.44335,-0.40096,,,,,,,,,,,24.61545,31.52902,27.99605,-6.60342,5.15545,-0.09288,0.32459,0.02355,0.08539,0.94170
4.34000,-0.11810,3.22595,8.31862,-0.01092,0.16339,0.17435,,,,,,,,,,,,,,,,,,,,,,,,,24.58242,31.55478,27.99557,-6.60882,5.14853,-0.09834,0.32412,0.02320,0.08551,0.94186
4.34500,-0.12772,3.22879,8.30964,0.00671,0.16349,0.18833,,,,,,,,,,,,,,,,,,,,,,,,,24.54937,31.58051,27.99507,-6.61421,5.14161,-0.10380,0.32365,0.02284,0.08563,0.94202
4.35000,0.11466,3.25909,8.21733,-0.00167,0.15950,0.18587,,,,,,,,,,,,,,,,,,,,,,,,,24.51628,31.60620,27.99454,-6.61959,5.13468,-0.10926,0.32319,0.02249,0.08574,0.94217
4.35500,-0.12314,3.18408,8.30409,-0.00723,0.16912,0.17673,,,,27.96133,-0.30400,-0.39282,-0.85832,,,,,,,,,,,8.39989,0.02625,0.02605,0.31405,0.02077,0.08180,0.94565,24.48317,31.63186,27.99398,-6.62496,5.12774,-0.11472,0.32272,0.02214,0.08586,0.94233
4.36000,0.00665,3.12720,8.20478,0.00688,0.16526,0.18041,,,,,,,,,,,,,,,,,,,,,,,,,24.45003,31.65748,27.99339,-6.63033,5.12080,-0.12018,0.32225,0.02179,0.08598,0.94249
4.36500,-0.04741,3.29814,8.26649,-0.00280,0.15952,0.18437,,,,,,,,28.67941,,,,,,,,,,,,,,,,,24.41687,31.68306,27.99277,-6.63569,5.11386,-0.12564,0.32179,0.02143,0.08609,0.94265
4.37000,-0.06788,3.15653,8.29455,0.00167,0.16216,0.18394,,,,,,,,,,,,,8.22124,0.15479,,,,,,,,,,,24.38368,31.70862,27.99213,-6.64104,5.10691,-0.13110,0.32132,0.02108,0.08621,0.94280
4.37500,-0.01680,3.09879,8.26739,0.00040,0.16098,0.18005,,,,,,,,,,,,,,,,,,,,,,,,,24.35046,31.73413,27.99146,-6.64638,5.09995,-0.13655,0.32085,0.02073,0.08632,0.94296
4.38000,-0.08266,3.17849,8.30290,0.00208,0.16039,0.18056,,,,,-0.28695,-0.41808,-0.87614,,,,,,,,,,,,,,,,,,24.31721,31.75962,27.99077,-6.65172,5.09298,-0.14201,0.32039,0.02038,0.08644,0.94312
4.38500,-0.08964,3.36646,8.26390,-0.00608,0.16952,0.17931,,,,,,,,,,,,,,,,,,,,,,,,,24.28394,31.78506,27.99004,-6.65705,5.08602,-0.14747,0.31992,0.02003,0.08655,0.94327
4.39000,-0.18169,3.21290,8.39061,0.00023,0.16826,0.18580,,,,,,,,,,,,,,,,,,,,,,,,,24.25064,31.81048,27.98929,-6.66237,5.07904,-0.15293,0.31945,0.01967,0.08667,0.94343
4.39500,-0.02534,3.18106,8.31040,-0.00356,0.16734,0.18485,,,,,,,,,,,,,,,,,,,,,,,,,24.21732,31.83585,27.98851,-6.66769,5.07206,-0.15838,0.31898,0.01932,0.08678,0.94358
4.40000,-0.25537,3.33020,8.31947,-0.00389,0.16544,0.18384,,,,,,,,,,,,,,,,,,,,,,,,,24.18396,31.86120,27.98771,-6.67299,5.06508,-0.16384,0.31851,0.01897,0.08689,0.94374
4.40500,-0.07613,3.29139,8.26761,-0.00550,0.16624,0.18130,23.86099,32.15000,28.15362,27.40648,-0.30723,-0.42179,-0.84904,28.49492,120.93779,91.72288,36.83265,78.17882,8.35122,0.23608,-6.64347,5.08965,-0.13650,8.32330,0.03732,0.03968,0.31825,0.01786,0.08906,0.94365,24.15059,31.88650,27.98688,-6.67829,5.05809,-0.16930,0.31805,0.01861,0.08700,0.94389
4.41000,-0.14668,3.23050,8.30517,-0.00208,0.16467,0.18071,,,,,,,,,,,,,,,,,,,,,,,,,24.11718,31.91178,27.98602,-6.68359,5.05109,-0.17475,0.31758,0.01826,0.08712,0.94405
4.41500,-0.10663,3.26714,8.26917,-0.00287,0.16484,0.18333,,,,,,,,,,,,,,,,,,,,,,,,,24.08375,31.93702,27.98513,-6.68887,5.04409,-0.18020,0.31711,0.01791,0.08723,0.94420
4.42000,-0.17710,3.23317,8.24552,-0.00085,0.15996,0.19376,,,,,,,,,,,,,,,,,,,,,,,,,24.05029,31.96222,27.98421,-6.69415,5.03708,-0.18566,0.31664,0.01755,0.08734,0.94435
4.42500,-0.09842,3.28007,8.25363,-0.00189,0.16613,0.18939,,,,,,,,,,,,,,,,,,,,,,,,,24.01681,31.98739,27.98327,-6.69942,5.03007,-0.19111,0.31617,0.01720,0.08745,0.94451
4.43000,-0.16514,3.27346,8.31334,-0.00754,0.16471,0.18090,,,,,-0.32317,-0.39124,-0.83057,,,,,,,,,,,,,,,,,,23.98330,32.01252,27.98230,-6.70469,5.02305,-0.19656,0.31571,0.01685,0.08756,0.94466
4.43500,-0.20735,3.26770,8.34621,0.00087,0.16319,0.18269,,,,,,,,,,,,,8.26601,-0.20083,,,,,,,,,,,23.94976,32.03762,27.98131,-6.70994,5.01603,-0.20202,0.31524,0.01650,0.08767,0.94481
4.44000,-0.23371,3.26974,8.16646,-0.01035,0.16239,0.17737,,,,,,,,,,,,,,,,,,,,,,,,,23.91620,32.06268,27.98028,-6.71519,5.00900,-0.20747,0.31477,0.01614,0.08778,0.94496
4.44500,-0.12855,3.19537,8.29942,-0.00485,0.15870,0.18595,,,,,,,,28.53025,,,,,,,,,,,,,,,,,23.88261,32.08771,27.97923,-6.72043,5.00196,-0.21292,0.31430,0.01579,0.08789,0.94511
4.45000,-0.14055,3.17732,8.28129,-0.00740,0.16739,0.18100,,,,,,,,,,,,,,,,,,,,,,,,,23.84899,32.11270,27.97815,-6.72567,4.99492,-0.21837,0.31383,0.01543,0.08800,0.94527
4.45500,-0.26919,3.20497,8.39509,-0.00441,0.16004,0.18025,,,,27.87606,-0.31279,-0.41672,-0.84323,,,,,,,,,,,8.39045,-0.11046,0.07507,0.31688,0.01733,0.07950,0.94497,23.81535,32.13766,27.97705,-6.73089,4.98788,-0.22382,0.31336,0.01508,0.08811,0.94542
4.46000,-0.12639,3.16485,8.25430,-0.00495,0.16118,0.19008,,,,,,,,,,,,,,,,,,,,,,,,,23.78169,32.16258,27.97592,-6.73611,4.98082,-0.22926,0.31289,0.01473,0.08822,0.94557
4.46500,-0.16336,3.22120,8.44725,-0.00402,0.16889,0.18008,,,,,,,,,,,,,,,,,,,,,,,,,23.74799,32.18746,27.97476,-6.74133,4.97377,-0.23471,0.31242,0.01437,0.08833,0.94572
4.47000,-0.28217,3.27062,8.26108,-0.00415,0.15878,0.18602,,,,,,,,,,,,,7.95880,-0.03105,,,,,,,,,,,23.71427,32.21232,27.97357,-6.74653,4.96671,-0.24016,0.31195,0.01402,0.08844,0.94587
4.47500,-0.08175,3.18698,8.29434,0.00049,0.16115,0.18172,,,,,,,,,,,,,,,,,,,,,,,,,23.68053,32.23713,27.97235,-6.75173,4.95964,-0.24560,0.31148,0.01367,0.08855,0.94602
4.48000,-0.12480,3.17382,8.30203,0.00305,0.16213,0.19340,,,,,-0.29219,-0.37547,-0.89954,,,,,,,,,,,,,,,,,,23.64676,32.26191,27.97111,-6.75692,4.95256,-0.25105,0.31101,0.01331,0.08865,0.94617
4.48500,-0.20411,3.33081,8.22256,-0.00391,0.15909,0.18680,,,,,,,,28.27716,,,,,,,,,,,,,,,,,23.61296,32.28666,27.96984,-6.76210,4.94549,-0.25649,0.31054,0.01296,0.08876,0.94632
4.49000,-0.29289,3.21538,8.27571,0.00195,0.16309,0.18091,,,,,,,,,,,,,,,,,,,,,,,,,23.57913,32.31137,27.96855,-6.76728,4.93840,-0.26193,0.31007,0.01260,0.08887,0.94647
4.49500,-0.21245,3.29291,8.26656,-0.00290,0.16297,0.17937,,,,,,,,,,,,,,,,,,,,,,,,,23.54529,32.33604,27.96722,-6.77244,4.93131,-0.26738,0.30960,0.01225,0.08897,0.94661
4.50000,-0.15188,3.27206,8.29332,-0.00754,0.15436,0.18160,,,,,,,,,,,,,,,,,,,,,,,,,23.51141,32.36068,27.96587,-6.77760,4.92422,-0.27282,0.30913,0.01190,0.08908,0.94676
4.50500,-0.23233,3.26478,8.39623,-0.00507,0.16293,0.18401,,,,28.05344,-0.32970,-0.39660,-0.88330,,120.54713,92.37786,38.02971,77.70556,8.38685,-0.09414,,,,8.41307,-0.04917,-0.07689,0.31341,0.00800,0.08332,0.94592,23.47751,32.38528,27.96450,-6.78276,4.91712,-0.27826,0.30866,0.01154,0.08918,0.94691
4.51000,-0.25216,3.21269,8.30657,-0.00942,0.17111,0.18499,,,,,,,,,,,,,,,,,,,,,,,,,23.44358,32.40985,27.96309,-6.78790,4.91001,-0.28370,0.30819,0.01119,0.08929,0.94706
4.51500,-0.36852,3.13514,8.29609,-0.00213,0.16864,0.17843,,,,,,,,,,,,,,,,,,,,,,,,,23.40963,32.43438,27.96166,-6.79304,4.90290,-0.28914,0.30772,0.01083,0.08939,0.94720
4.52000,-0.29383,3.27373,8.21568,-0.00570,0.16963,0.18270,,,,,,,,,,,,,,,,,,,,,,,,,23.37565,32.45888,27.96020,-6.79817,4.89579,-0.29457,0.30725,0.01048,0.08950,0.94735
4.52500,-0.22291,3.18695,8.30959,-0.00993,0.16952,0.18400,,,,,,,,28.33029,,,,,,,,,,,,,,,,,23.34165,32.48334,27.95871,-6.80330,4.88866,-0.30001,0.30678,0.01013,0.08960,0.94750
4.53000,-0.21815,3.25349,8.31221,-0.00450,0.16480,0.17718,,,,,-0.30440,-0.42189,-0.86948,,,,,,,,,,,,,,,,,,23.30762,32.50777,27.95720,-6.80841,4.88154,-0.30545,0.30631,0.00977,0.08971,0.94764
4.53500,-0.31165,3.14514,8.29991,-0.00254,0.16444,0.18203,,,,,,,,,,,,,8.06692,-0.02108,,,,,,,,,,,23.27356,32.53216,27.95566,-6.81352,4.87440,-0.31088,0.30584,0.00942,0.08981,0.94779
4.54000,-0.35515,3.14673,8.33455,-0.00960,0.16083,0.18236,,,,,,,,,,,,,,,,,,,,,,,,,23.23948,32.55651,27.95409,-6.81862,4.86727,-0.31631,0.30537,0.00906,0.08991,0.94794
4.54500,-0.21709,3.29794,8.18828,-0.00494,0.16296,0.18240,,,,,,,,,,,,,,,,,,,,,,,,,23.20538,32.58083,27.95250,-6.82371,4.86012,-0.32175,0.30490,0.00871,0.09001,0.94808
4.55000,-0.41459,3.15811,8.39260,-0.00859,0.16079,0.19113,,,,,,,,,,,,,,,,,,,,,,,,,23.17125,32.60511,27.95087,-6.82880,4.85297,-0.32718,0.30443,0.00835,0.09012,0.94823
4.55500,-0.35875,3.17193,8.28097,-0.00761,0.16681,0.18745,,,,27.64644,-0.32572,-0.37525,-0.87019,,,,,,,,,,,8.41603,0.01634,0.06206,0.29880,0.00671,0.08561,0.95044,23.13709,32.62936,27.94922,-6.83388,4.84582,-0.33261,0.30396,0.00800,0.09022,0.94837
4.56000,-0.24836,3.25018,8.31562,-0.00440,0.16366,0.18351,,,,,,,,,,,,,,,,,,,,,,,,,23.10291,32.65357,27.94755,-6.83895,4.83866,-0.33804,0.30349,0.00765,0.09032,0.94851
4.56500,-0.36418,3.24853,8.29770,-0.00899,0.15885,0.18113,,,,,,,,28.59747,,,,,,,,,,,,,,,,,23.06870,32.67775,27.94584,-6.84401,4.83150,-0.34346,0.30301,0.00729,0.09042,0.94866
4.57000,-0.46456,3.24670,8.27112,-0.00948,0.16141,0.18385,,,,,,,,,,,,,8.45655,0.14727,,,,,,,,,,,23.03447,32.70188,27.94411,-6.84907,4.82433,-0.34889,0.30254,0.00694,0.09052,0.94880
4.57500,-0.31153,3.15599,8.27430,-0.01618,0.16746,0.18646,,,,,,,,,,,,,,,,,,,,,,,,,23.00021,32.72599,27.94235,-6.85412,4.81715,-0.35432,0.30207,0.00658,0.09062,0.94895
4.58000,-0.31721,3.21186,8.20911,-0.01697,0.16703,0.18227,,,,,-0.29992,-0.43688,-0.84962,,,,,,,,,,,,,,,,,,22.96593,32.75006,27.94057,-6.85916,4.80997,-0.35974,0.30160,0.00623,0.09072,0.94909
4.58500,-0.38134,3.19560,8.35146,-0.00931,0.15972,0.18581,,,,,,,,,,,,,,,,,,,,,,,,,22.93162,32.77409,27.93876,-6.86419,4.80279,-0.36516,0.30113,0.00587,0.09082,0.94923
4.59000,-0.40994,3.26726,8.28272,-0.00483,0.16302,0.18488,,,,,,,,,,,,,,,,,,,,,,,,,22.89729,32.79808,27.93692,-6.86921,4.79560,-0.37058,0.30066,0.00552,0.09092,0.94937
4.59500,-0.31522,3.15564,8.28360,-0.00496,0.16594,0.19057,,,,,,,,,,,,,,,,,,,,,,,,,22.86293,32.82204,27.93505,-6.87423,4.78840,-0.37600,0.30018,0.00516,0.09102,0.94952
4.60000,-0.25952,3.20536,8.29687,-0.01021,0.16464,0.18658,,,,,,,,,,,,,,,,,,,,,,,,,22.82854,32.84597,27.93316,-6.87924,4.78120,-0.38142,0.29971,0.00481,0.09112,0.94966
4.60500,-0.23656,3.32411,8.24982,-0.00961,0.15397,0.18337,22.22941,31.22413,27.68553,27.78373,-0.28144,-0.38070,-0.85657,28.31450,120.22339,92.78311,37.59417,76.83973,8.35143,0.11259,-6.82222,4.96291,-0.33898,8.31117,0.04324,-0.05434,0.30284,0.00789,0.09285,0.94848,22.79413,32.86986,27.93124,-6.88425,4.77399,-0.38684,0.29924,0.00445,0.09121,0.94980
4.61000,-0.28308,3.19485,8.28871,-0.01244,0.16302,0.18213,,,,,,,,,,,,,,,,,,,,,,,,,22.75970,32.89371,27.92929,-6.88924,4.76678,-0.39226,0.29877,0.00410,0.09131,0.94994
4.61500,-0.41324,3.13710,8.24306,-0.00638,0.16791,0.18996,,,,,,,,,,,,,,,,,,,,,,,,,22.72524,32.91752,27.92731,-6.89423,4.75956,-0.39767,0.29829,0.00375,0.09141,0.95008
4.62000,-0.40031,3.25380,8.26948,-0.00577,0.16986,0.18927,,,,,,,,,,,,,,,,,,,,,,,,,22.69076,32.94130,27.92531,-6.89921,4.75234,-0.40309,0.29782,0.00339,0.09150,0.95022
4.62500,-0.28957,3.20223,8.41208,-0.01659,0.16577,0.18446,,,,,,,,,,,,,,,,,,,,,,,,,22.65625,32.96505,27.92328,-6.90418,4.74511,-0.40850,0.29735,0.00304,0.09160,0.95036
4.63000,-0.30832,3.27859,8.36764,-0.00293,0.17022,0.17859,,,,,-0.30332,-0.39998,-0.86231,,,,,,,,,,,,,,,,,,22.62172,32.98876,27.92123,-6.90915,4.73788,-0.41391,0.29688,0.00268,0.09170,0.95050
4.63500,-0.43582,3.20523,8.39591,-0.01234,0.15975,0.18337,,,,,,,,,,,,,8.47757,-0.11724,,,,,,,,,,,22.58716,33.01243,27.91914,-6.91411,4.73064,-0.41932,0.29640,0.00233,0.09179,0.95064
4.64000,-0.46172,3.19084,8.33782,-0.01153,0.16031,0.17856,,,,,,,,,,,,,,,,,,,,,,,,,22.55258,33.03606,27.91703,-6.91906,4.72340,-0.42473,0.29593,0.00197,0.09189,0.95078
4.64500,-0.32781,3.20882,8.29298,-0.00641,0.16604,0.18277,,,,,,,,28.50820,,,,,,,,,,,,,,,,,22.51797,33.05966,27.91490,-6.92400,4.71615,-0.43014,0.29546,0.00162,0.09198,0.95092
4.65000,-0.34115,3.21558,8.33231,-0.00670,0.15742,0.17964,,,,,,,,,,,,,,,,,,,,,,,,,22.48334,33.08322,27.91273,-6.92893,4.70890,-0.43554,0.29498,0.00126,0.09208,0.95105
4.65500,-0.44441,3.21610,8.31975,-0.00369,0.15522,0.18551,,,,29.65568,-0.31169,-0.39507,-0.86095,,,,,,,,,,,8.34429,-0.00251,0.06171,0.29397,0.00249,0.08540,0.95199,22.44868,33.10675,27.91054,-6.93386,4.70164,-0.44094,0.29451,0.00091,0.09217,0.95119
4.66000,-0.44575,3.27396,8.37956,-0.00331,0.16117,0.17919,,,,,,,,,,,,,,,,,,,,,,,,,22.41400,33.13024,27.90832,-6.93878,4.69438,-0.44635,0.29404,0.00055,0.09226,0.95133
4.66500,-0.41485,3.16189,8.26659,-0.01326,0.16136,0.18242,,,,,,,,,,,,,,,,,,,,,,,,,22.37929,33.15369,27.90608,-6.94369,4.68711,-0.45175,0.29356,0.00020,0.09236,0.95147
4.67000,-0.47955,3.13447,8.32613,-0.00804,0.16491,0.18264,,,,,,,,,,,,,8.38903,0.01462,,,,,,,,,,,22.34456,33.17711,27.90381,-6.94860,4.67983,-0.45715,0.29309,-0.00015,0.09245,0.95160
4.67500,-0.45556,3.17490,8.19645,-0.01236,0.15638,0.18471,,,,,,,,,,,,,,,,,,,,,,,,,22.30980,33.20049,27.90151,-6.95349,4.67255,-0.46254,0.29262,-0.00051,0.09254,0.95174
4.68000,-0.45690,3.19213,8.29956,-0.01537,0.15387,0.19061,,,,,-0.29355,-0.38995,-0.87626,,,,,,,,,,,,,,,,,,22.27502,33.22384,27.89918,-6.95838,4.66527,-0.46794,0.29214,-0.00086,0.09263,0.95188
4.68500,-0.50200,3.30653,8.27446,-0.00839,0.16307,0.17930,,,,,,,,28.18437,,,,,,,,,,,,,,,,,22.24022,33.24714,27.89683,-6.96327,4.65798,-0.47333,0.29167,-0.00122,0.09273,0.95201
4.69000,-0.48811,3.27195,8.36569,-0.01391,0.15743,0.18087,,,,,,,,,,,,,,,,,,,,,,,,,22.20539,33.27042,27.89445,-6.96814,4.65069,-0.47873,0.29120,-0.00157,0.09282,0.95215
4.69500,-0.49596,3.18603,8.23988,-0.01416,0.16141,0.17962,,,,,,,,,,,,,,,,,,,,,,,,,22.17054,33.29365,27.89204,-6.97301,4.64339,-0.48412,0.29072,-0.00193,0.09291,0.95228
4.70000,-0.48277,3.31865,8.24474,-0.01076,0.16358,0.18060,,,,,,,,,,,,,,,,,,,,,,,,,22.13566,33.31685,27.88961,-6.97786,4.63608,-0.48951,0.29025,-0.00228,0.09300,0.95242
4.70500,-0.53253,3.22263,8.17186,-0.01470,0.16350,0.18383,,,,27.15171,-0.31199,-0.37191,-0.91481,,120.96048,93.70827,37.76805,75.77164,8.46565,-0.35600,,,,8.45282,-0.01767,0.01324,0.28344,0.00071,0.08927,0.95482,22.10076,33.34001,27.88714,-6.98272,4.62877,-0.49490,0.28977,-0.00264,0.09309,0.95255
4.71000,-0.50643,3.18530,8.38123,-0.01443,0.16127,0.18241,,,,,,,,,,,,,,,,,,,,,,,,,22.06583,33.36314,27.88466,-6.98756,4.62146,-0.50028,0.28930,-0.00299,0.09318,0.95269
4.71500,-0.49698,3.17822,8.22182,-0.01320,0.15852,0.18930,,,,,,,,,,,,,,,,,,,,,,,,,22.03088,33.38623,27.88214,-6.99239,4.61414,-0.50567,0.28882,-0.00334,0.09327,0.95282
4.72000,-0.44784,3.13329,8.26349,-0.01575,0.16726,0.18985,,,,,,,,,,,,,,,,,,,,,,,,,21.99591,33.40928,27.87960,-6.99722,4.60681,-0.51105,0.28835,-0.00370,0.09336,0.95296
4.72500,-0.43317,3.29376,8.32717,-0.01703,0.16259,0.18285,,,,,,,,28.42580,,,,,,,,,,,,,,,,,21.96091,33.43229,27.87703,-7.00204,4.59948,-0.51643,0.28787,-0.00405,0.09344,0.95309
4.73000,-0.44483,3.25822,8.46407,-0.01515,0.16379,0.18262,,,,,-0.29429,-0.39655,-0.88839,,,,,,,,,,,,,,,,,,21.92589,33.45527,27.87444,-7.00686,4.59215,-0.52181,0.28740,-0.00441,0.09353,0.95322
4.73500,-0.52872,3.20132,8.38669,-0.01417,0.16043,0.18862,,,,,,,,,,,,,8.60249,0.22036,,,,,,,,,,,21.89084,33.47822,27.87181,-7.01166,4.58481,-0.52719,0.28692,-0.00476,0.09362,0.95336
4.74000,-0.59662,3.20035,8.15924,-0.00863,0.16669,0.18223,,,,,,,,,,,,,,,,,,,,,,,,,21.85577,33.50112,27.86916,-7.01646,4.57746,-0.53256,0.28645,-0.00512,0.09371,0.95349
4.74500,-0.51970,3.13460,8.32997,-0.01752,0.15876,0.17989,,,,,,,,,,,,,,,,,,,,,,,,,21.82068,33.52399,27.86649,-7.02125,4.57011,-0.53794,0.28597,-0.00547,0.09379,0.95362
4.75000,-0.44065,3.18566,8.41519,-0.01169,0.16510,0.18446,,,,,,,,,,,,,,,,,,,,,,,,,21.78556,33.54682,27.86378,-7.02603,4.56276,-0.54331,0.28550,-0.00582,0.09388,0.95375
4.75500,-0.53907,3.21872,8.31131,-0.01316,0.16036,0.18068,,,,28.32822,-0.28774,-0.38846,-0.89310,,,,,,,,,,,8.36599,0.02938,0.00568,0.27869,-0.00594,0.09396,0.95575,21.75042,33.56962,27.86105,-7.03080,4.55540,-0.54868,0.28502,-0.00618,0.09397,0.95388
4.76000,-0.54002,3.26390,8.27964,-0.00571,0.15906,0.18568,,,,,,,,,,,,,,,,,,,,,,,,,21.71525,33.59238,27.85830,-7.03557,4.54803,-0.55405,0.28455,-0.00653,0.09405,0.95401
